title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
"11463",21,Done,0.938,-6.9571,"glide-grid_2",-6.9571,-2.86282,0,-0,-2.94816,-22.5467,-0.125291,0,0,-31.5092,-22.672,0
"12072",22,Done,1.328,-6.7117,"glide-grid_2",-6.7117,-3.11628,0,-0,-2.83937,-24.67,-0.981786,0.624717,0,-35.1466,-25.6518,1.2006
"14896",23,Done,0.781,-6.52178,"glide-grid_2",-6.52178,-2.62961,0,-0,-2.96392,-17.618,-0.315668,0,0,-24.5465,-17.9337,0
"23915",24,Done,3.5,-4.68154,"glide-grid_2",-4.68154,-1.65761,-0.16,-0,-0.460182,-36.478,-3.86571,0,0,-49.6966,-40.3437,3.04225
"31211",25,Done,2.625,-7.29414,"glide-grid_2",-7.29414,-2.96189,0,-0,-3.01815,-29.7134,-4.57244,0.85744,0,-47.2411,-34.2858,2.45271
"31253",26,Done,16.391,-4.23876,"glide-grid_2",-4.23876,-3.2465,0,-0,-2.90604,-21.0021,-0.541285,3.04507,0,-26.3161,-21.5434,1.23382
"62566",27,Done,1.547,-7.86904,"glide-grid_2",-7.86904,-4.10795,0,-0,-2.91579,-16.4502,-0.152012,0,0,-21.1917,-16.6022,5.93856
"64945",28,Done,4.766,-3.07359,"glide-grid_2",-3.07359,-1.16928,0,-0,-0.307186,-36.3066,1.45474,0,0,-41.5547,-34.8518,0.580381
"66841",29,Done,1.625,-7.27912,"glide-grid_2",-7.27912,-3.03165,0,-0,-3.05,-21.8413,-0.702703,0,0,-31.1881,-22.544,1.86351
"68289",30,Done,0.703,-7.29526,"glide-grid_2",-7.29526,-1.75945,-0.405244,-0,-3.30193,-21.6476,-4.97508,0,0,-38.1357,-26.6227,0.215327
"72307",31,Done,2.672,-4.87122,"glide-grid_2",-4.87122,-1.21868,-0.28874,-0,-1.6136,-34.6289,-2.15399,0.304345,0,-47.0371,-36.7829,1.84275
"72326",32,Done,4.656,-4.50804,"glide-grid_2",-4.50804,-1.43049,-0.349513,-0,-0.390567,-21.4855,-9.78087,0.203937,0,-39.9311,-31.2664,1.53092
"73057",33,Done,5.75,-4.14351,"glide-grid_2",-4.14351,-1.25053,0,-0,-0.664904,-31.4994,-4.35405,0,0,-44.1456,-35.8535,2.82874
"73117",34,Done,6.407,-4.3849,"glide-grid_2",-4.3849,-1.7644,0,-0,-0.774285,-37.4322,-1.56848,0.260668,0,-48.7995,-39.0007,2.0368
"81722",35,Done,1.75,-6.34952,"glide-grid_2",-6.34952,-2.63015,-0.311804,-0,-2.56602,-20.3504,-2.99164,0.624717,0,-30.3291,-23.3421,2.52697
"91472",36,Done,1.391,-4.07402,"glide-grid_2",-4.07402,-1.06971,0,-0,-0.856253,-35.0573,-2.63462,0,0,-47.3518,-37.6919,0
"92231",37,"GRID-ENERGY MIN FAILED",2.797,,,,,,,,,,,,,,
"92802",38,Done,3.593,-3.9412,"glide-grid_2",-3.9412,-1.37258,-0.0290333,-0,-0.390567,-27.7517,-5.75599,0.101969,0,-41.8461,-33.5077,0.929229
"93009",39,Done,1.047,-5.53325,"glide-grid_2",-5.53325,-2.52121,-0.0460671,-0,-2.70447,-12.3182,-0.445781,0.421275,0,-18.6247,-12.764,3.37004
"95779",40,Done,1.719,-6.97401,"glide-grid_2",-6.97401,-2.49047,-0.146244,-0,-2.74722,-22.0166,-3.26161,0,0,-35.9622,-25.2782,0.036166
"98914",41,Done,5.203,-5.31638,"glide-grid_2",-5.31638,-1.72579,0,-0,-1.5942,-23.8794,-9.91524,0.725034,-0.0401741,-42.6905,-33.7946,4.94402
"101761",42,Done,3.922,-4.68563,"glide-grid_2",-4.68563,-1.67121,-0.338449,-0,-0.447694,-25.249,-7.11863,0.101969,0,-42.6406,-32.3676,0.670878
