title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
98914,41,Done,2.719,-5.36298,glide-grid_1,-5.36298,-1.48989,0,0,-1.84373,-26.9498,-9.24727,0.725034,-0.0198115,-46.1798,-36.1971,4.38967
101761,42,GRID-ENERGY MIN FAILED,0.859,,,,,,,,,,,,,,
115250,43,GRID-ENERGY MIN FAILED,0.64,,,,,,,,,,,,,,
160767,44,Done,0.922,-5.81965,glide-grid_1,-5.81965,-2.15498,0,0,-2.32071,-24.6016,-3.00537,0.336929,0,-39.0826,-27.607,0.222497
161937,45,Done,1.594,-3.73332,glide-grid_1,-3.73332,-1.16484,-0.0548266,0,-1.79761,-14.0506,-2.14466,0.308191,0,-28.6358,-16.1952,0.628659
165536,46,Done,3.11,-4.68265,glide-grid_1,-4.68265,-1.00979,-0.32,0,-1.93213,-22.5544,-1.95341,0,0,-30.9435,-24.5078,0
168836,47,Done,17.672,-4.21257,glide-grid_1,-4.21257,-3.12273,-0.307819,0,-1.75648,-34.0458,-4.79607,3.39616,0,-42.3367,-38.8418,9.64878
173183,48,GRID-ENERGY MIN FAILED,2.687,,,,,,,,,,,,,,
196854,49,Done,1.407,-3.41321,glide-grid_1,-3.41321,-1.09661,0,0,-1.23784,-25.2616,1.26709,0,-0.00574615,-29.1802,-23.9945,0
238797,50,Done,1.656,-5.51415,glide-grid_1,-5.95255,-3.2175,0,0,-1.8251,-25.6362,-1.75212,0.634686,0,-30.3654,-27.3884,10.6946
238797,51,Done,1.078,-3.96565,glide-grid_1,-4.50195,-2.04025,-0.148667,0,-1.83198,-16.7137,-1.89839,0.639391,0,-25.2863,-18.6121,0.467238
259846,52,GRID-ENERGY MIN FAILED,0.75,,,,,,,,,,,,,,
336327,53,Done,1.313,-4.61527,glide-grid_1,-4.61527,-0.429142,-0.461639,0,-1.56627,-22.6235,-6.84698,0,0,-35.8984,-29.4704,3.95412
